index_x,sex,cage,mouseid,Eating,Drinking,Climbing_the_net,Curling_up,Straightening_up,Bending,Grooming,Standing,Stillness,Walking,Travel_distance,Group_of_three_mice,Rest,Rest_count,Short_sleep,Short_sleep_count,Long_sleep,Long_sleep_count,Group_of_two_mice,testage3,dietary,TestAge,Sex,Dietary,index_y,median_area,median_c,median_k,median_len,q1_area,q1_c,q1_k,q1_len,q3_area,q3_c,q3_k,q3_len,mouse_uid
1375,0,D13,mouse2,7664.5,4.5,67.8,14375.3,44827.4,4041.0,123.4,5339.3,1583.2,929.2,16.11,1587.4,13459.5,73,11477.5,29,7860.2,9,16540.8,3,Control,3.0,0,Control,36.0,5449.33333333333,77.0,71.3333333333333,298.666666666667,4789.0,65.3333333333333,62.6666666666667,280.0,6358.0,89.0,82.0,324.666666666667,male_D13
2139,0,D17,mouse1,5333.85,964.6,7.15,9061.45,39034.8,2578.0,29.75,32275.2,1102.55,1007.4,18.76,716.75,24618.2,135,10469.0,26,12895.85,16,21145.6,16,Control,16.0,0,Control,547.0,10409.3333333333,98.6666666666667,103.333333333333,414.0,8786.0,85.6666666666667,89.0,380.666666666667,12089.3333333333,115.666666666667,120.333333333333,446.666666666667,male_D17
2289,0,D04,mouse1,13183.5,665.1,38.0,11375.15,43771.5,2214.4,106.75,3362.45,1030.05,912.25,16.85,5593.05,13181.75,71,8688.25,20,12829.0,14,38098.85,19,Control,19.0,0,Control,672.0,8936.66666666667,90.3333333333333,100.333333333333,385.333333333333,7853.0,77.3333333333333,85.0,360.0,10248.6666666667,105.333333333333,116.0,411.333333333333,male_D04
2046,0,D07,mouse1,3711.7,37.35,29.5,10001.55,56654.2,5469.45,9.05,7307.35,2831.45,770.2,16.25,2429.5,15803.4,83,13194.3,31,17029.95,13,26215.05,14,Control,14.0,0,Control,492.0,9590.66666666667,101.666666666667,93.3333333333333,396.666666666667,8728.0,88.0,82.0,377.333333333333,10546.3333333333,116.666666666667,107.666666666667,418.666666666667,male_D07
529,1,D11,mouse2,5183.7,88.85,1.15,13969.9,42843.0,4529.65,14.95,5590.55,1273.15,895.65,14.1,2029.4,14148.0,71,10131.0,25,17609.75,18,20587.15,11,Control,11.0,1,Control,341.0,7174.33333333333,88.3333333333333,82.3333333333333,341.333333333333,6146.66666666667,78.6666666666667,71.0,316.666666666667,8323.33333333333,97.6666666666667,94.0,369.333333333333,female_D11
194,1,D17,mouse3,595.5,0.7,34.8,9670.7,27936.5,742.5,6.5,16823.1,278.5,435.8,7.98,697.1,7286.7,37,9181.8,20,18610.3,17,13129.5,6,Control,6.0,1,Control,135.0,4862.33333333333,72.0,68.6666666666667,281.333333333333,4281.66666666667,62.3333333333333,61.6666666666667,263.333333333333,5735.33333333333,83.3333333333333,78.0,307.333333333333,female_D17
729,1,D11,mouse1,5853.5,352.1,0.1,10137.1,46537.95,1380.85,14.5,6811.1,664.05,795.95,14.34,2732.7,12652.2,66,15261.6,38,10761.7,11,21255.85,14,Control,14.0,1,Control,473.0,7849.66666666667,89.3333333333333,86.0,360.0,6694.0,77.6666666666667,74.6666666666667,330.666666666667,8795.66666666667,105.333333333333,99.0,380.666666666667,female_D11
208,1,D22,mouse2,5496.1,2.5,63.1,4533.7,18230.6,589.5,1.0,46346.1,262.2,1193.4,17.84,838.9,11755.5,63,11014.5,26,11921.2,10,21393.3,6,Control,6.0,1,Control,140.0,4823.0,71.3333333333333,67.3333333333333,280.0,4276.33333333333,62.0,60.3333333333333,264.0,5719.66666666667,82.6666666666667,76.3333333333333,307.333333333333,female_D22
392,1,D11,mouse3,5140.2,58.4,12.8,16337.1,40549.9,1757.35,14.65,3325.55,1187.4,563.25,10.03,1971.7,14995.7,79,11610.05,28,17430.45,18,22121.3,9,Control,9.0,1,Control,247.0,6499.66666666667,80.6666666666667,80.3333333333333,325.333333333333,5621.33333333333,69.6666666666667,71.3333333333333,302.666666666667,7684.66666666667,94.6666666666667,90.3333333333333,356.0,female_D11
777,1,D04,mouse1,6375.05,532.0,14.6,12688.35,46733.75,3716.75,84.0,11277.2,693.05,786.2,15.84,572.15,16344.95,89,16354.95,41,10716.1,13,14001.8,16,Control,16.0,1,Control,510.0,7713.0,86.3333333333333,89.6666666666667,356.0,6938.0,75.3333333333333,77.0,336.666666666667,8620.66666666667,98.3333333333333,103.666666666667,377.333333333333,female_D04
1961,0,D22,mouse3,6619.85,365.5,89.2,13066.35,41924.7,3523.65,23.95,9756.65,1584.95,495.7,10.1,608.95,16589.5,88,14338.45,36,14542.2,16,14274.0,12,Control,12.0,0,Control,418.0,7991.0,88.6666666666667,93.3333333333333,362.666666666667,6873.33333333333,75.6666666666667,80.0,334.666666666667,10209.3333333333,102.666666666667,106.666666666667,409.333333333333,male_D22
2379,0,D22,mouse1,12576.4,317.7,4.15,7937.9,37812.85,2235.85,5.35,25498.3,1321.05,788.7,15.15,2010.55,20114.25,110,13969.2,35,14546.4,16,28988.05,20,Control,20.0,0,Control,733.0,9350.33333333333,87.6666666666667,107.666666666667,392.666666666667,8303.33333333333,77.6666666666667,93.6666666666667,370.666666666667,10447.6666666667,101.333333333333,118.666666666667,414.666666666667,male_D22
844,1,D04,mouse2,10138.3,1792.05,9.4,13000.45,39533.4,4014.5,7.05,1962.75,968.35,481.65,10.46,1007.15,15116.8,81,8631.8,20,17219.2,16,15151.9,17,Control,17.0,1,Control,557.0,7583.33333333333,85.0,90.6666666666667,352.0,6922.33333333333,73.3333333333333,78.3333333333333,336.0,8414.33333333333,94.6666666666667,105.0,373.333333333333,female_D04
737,1,D13,mouse3,7345.2,189.0,3.55,11040.45,39793.65,752.35,2.45,20603.15,319.2,759.8,12.74,1100.75,16538.35,84,15313.6,37,14001.95,12,21805.1,14,Control,14.0,1,Control,475.0,7829.33333333333,94.6666666666667,83.6666666666667,358.0,7130.66666666667,81.3333333333333,74.0,342.0,8670.0,107.0,96.0,377.333333333333,female_D13
1088,1,D04,mouse3,10089.65,406.9,5.05,20405.5,38890.9,1491.3,5.5,4818.05,307.3,433.9,9.4,952.15,16013.95,87,16524.85,39,16280.15,16,14827.25,21,Control,21.0,1,Control,738.0,7979.33333333333,86.6666666666667,93.3333333333333,362.0,7229.66666666667,75.6666666666667,79.6666666666667,344.666666666667,8985.66666666667,99.0,107.666666666667,386.0,female_D04
1742,0,D17,mouse3,7023.5,280.35,51.15,19014.6,44820.8,444.85,3.7,13873.55,185.75,785.0,12.59,1838.65,21218.0,110,11272.3,29,17405.75,18,27621.95,9,Control,9.0,0,Control,276.0,8232.66666666667,95.0,87.6666666666667,368.666666666667,7305.33333333333,81.0,75.6666666666667,346.666666666667,9428.66666666667,109.0,102.666666666667,394.666666666667,male_D17
2470,0,D22,mouse2,8761.4,364.45,17.45,10748.65,42709.05,1514.7,24.1,16535.2,654.35,518.0,12.13,4173.05,28614.75,149,16751.05,41,2459.4,3,37282.6,22,Control,22.0,0,Control,825.0,8173.33333333333,90.0,92.6666666666667,366.666666666667,7439.0,78.0,80.0,350.0,9167.33333333333,104.0,105.666666666667,389.333333333333,male_D22
2381,0,D22,mouse3,9298.0,284.05,5.7,7951.5,46669.5,2370.65,16.5,12393.2,536.25,590.75,11.33,2010.55,19483.65,107,12026.4,29,12311.75,14,28988.05,20,Control,20.0,0,Control,733.0,9350.33333333333,87.6666666666667,107.666666666667,392.666666666667,8303.33333333333,77.6666666666667,93.6666666666667,370.666666666667,10447.6666666667,101.333333333333,118.666666666667,414.666666666667,male_D22
155,1,D04,mouse3,7477.5,10.1,74.2,8795.2,26611.0,828.6,0.2,30137.6,312.0,450.4,9.18,576.5,13556.3,71,13125.0,32,13453.7,16,17983.7,6,Control,6.0,1,Control,122.0,4855.33333333333,69.6666666666667,69.6666666666667,281.333333333333,4286.66666666667,60.0,61.6666666666667,264.0,5795.33333333333,83.0,78.3333333333333,309.333333333333,female_D04
2092,0,D22,mouse2,4663.75,299.0,80.1,11577.8,51240.7,4260.05,9.8,1672.4,1075.0,753.0,12.78,3248.1,14856.6,82,15738.4,35,12496.8,13,29631.5,14,Control,14.0,0,Control,507.0,6898.33333333333,80.3333333333333,90.3333333333333,336.0,6133.0,71.0,78.3333333333333,317.333333333333,8969.66666666667,92.3333333333333,103.0,384.0,male_D22
1656,0,D13,mouse1,4857.25,68.05,28.9,11311.85,50416.65,2100.8,11.6,16402.0,1009.4,725.45,13.45,1377.55,16688.35,91,17176.75,41,16285.1,17,26071.75,8,Control,8.0,0,Control,225.0,8497.33333333333,93.6666666666667,89.6666666666667,373.333333333333,7658.66666666667,81.0,79.3333333333333,355.333333333333,9418.33333333333,108.0,104.666666666667,394.666666666667,male_D13
2252,0,D13,mouse3,11468.9,432.65,43.25,16557.95,49192.95,3544.55,9.95,1912.7,2349.0,654.5,11.88,1932.05,20371.6,106,17186.9,41,15242.75,15,24689.85,18,Control,18.0,0,Control,635.0,8664.0,89.6666666666667,95.6666666666667,378.0,7658.66666666667,78.3333333333333,80.3333333333333,353.333333333333,9906.33333333333,104.0,114.0,407.333333333333,male_D13
1502,0,D07,mouse3,8797.3,313.0,34.7,16281.5,32798.9,4549.9,0.8,1565.8,1533.8,695.3,9.8,1941.3,11483.1,58,11290.9,29,11961.8,10,20748.7,5,Control,5.0,0,Control,102.0,5715.66666666667,77.0,75.0,305.333333333333,5036.0,65.3333333333333,65.6666666666667,287.333333333333,6788.33333333333,89.6666666666667,85.0,334.666666666667,male_D07
36,1,D13,mouse1,1266.4,2.1,12.7,8400.5,29608.7,1261.9,4.4,35451.3,1025.1,1296.0,23.11,1223.5,9021.2,49,8325.3,20,12542.3,11,21826.9,3,Control,3.0,1,Control,12.0,4432.66666666667,67.0,65.6666666666667,268.666666666667,3966.0,59.3333333333333,59.0,254.0,5252.66666666667,78.6666666666667,74.0,294.666666666667,female_D13
1584,0,D13,mouse1,10765.3,90.3,42.8,8702.4,45063.8,1813.85,15.6,11180.2,1381.1,898.1,17.46,625.75,17108.7,90,9295.0,23,11942.9,12,18811.25,7,Control,7.0,0,Control,177.0,8641.33333333333,95.3333333333333,91.0,378.666666666667,7841.33333333333,81.0,77.6666666666667,360.666666666667,9579.66666666667,113.333333333333,105.666666666667,399.333333333333,male_D13
207,1,D22,mouse1,3490.1,1.7,44.6,5673.6,28273.1,914.5,2.2,38653.8,474.6,1210.7,18.31,838.9,10661.7,59,11623.4,27,12275.2,12,21393.3,6,Control,6.0,1,Control,140.0,4823.0,71.3333333333333,67.3333333333333,280.0,4276.33333333333,62.0,60.3333333333333,264.0,5719.66666666667,82.6666666666667,76.3333333333333,307.333333333333,female_D22
1129,1,D22,mouse2,8149.0,437.4,18.9,13070.75,45359.5,2265.8,9.3,15474.75,797.95,1342.4,20.76,1699.8,16240.8,86,15980.45,40,12711.45,15,23910.0,21,Control,21.0,1,Control,756.0,7659.66666666667,84.3333333333333,91.6666666666667,354.0,6920.33333333333,75.0,79.3333333333333,335.333333333333,8664.0,96.0,104.333333333333,378.666666666667,female_D22
1545,0,D22,mouse1,51.8,3.2,0.0,6462.5,32702.2,1737.9,12.0,44005.1,3118.8,1342.4,19.34,471.7,14129.9,73,9659.2,24,14345.9,15,31556.8,5,Control,5.0,0,Control,117.0,5406.33333333333,72.0,74.6666666666667,297.333333333333,4669.0,63.3333333333333,65.3333333333333,276.0,6680.0,82.3333333333333,88.6666666666667,333.333333333333,male_D22
897,1,D22,mouse1,4115.55,94.35,24.4,17897.55,57761.55,4364.25,24.7,326.4,732.95,1325.95,18.93,6569.95,20065.7,106,11721.5,29,10079.75,12,37267.3,17,Control,17.0,1,Control,575.0,6675.33333333333,81.3333333333333,84.0,330.666666666667,5865.0,69.0,72.6666666666667,310.0,7686.33333333333,96.3333333333333,92.6666666666667,356.0,female_D22
326,1,D13,mouse3,6897.25,107.9,23.2,12976.15,49832.0,1856.6,40.55,10398.55,1729.3,1048.35,15.0,743.95,11630.55,59,15809.75,39,20065.85,21,21187.8,8,Control,8.0,1,Control,201.0,6894.0,84.3333333333333,83.0,335.333333333333,6200.0,73.3333333333333,72.6666666666667,318.0,7805.33333333333,96.0,93.6666666666667,358.0,female_D13
2015,0,D17,mouse3,6564.1,286.1,27.75,10645.65,48846.85,4401.95,15.95,16490.9,1185.9,579.4,11.34,1385.7,22085.3,123,16717.15,42,13494.65,16,25454.3,13,Control,13.0,0,Control,460.0,9035.33333333333,100.333333333333,91.3333333333333,386.0,7931.66666666667,87.0,79.3333333333333,362.0,10308.3333333333,114.333333333333,104.333333333333,412.0,male_D17
804,1,D13,mouse1,3595.05,412.6,16.5,14543.0,42691.95,904.35,2.6,7649.45,452.45,722.15,13.78,1609.95,9981.9,51,12728.3,29,16597.75,18,19837.0,16,Control,16.0,1,Control,519.0,7106.66666666667,81.3333333333333,89.3333333333333,341.333333333333,6429.66666666667,72.0,78.0,324.0,8334.66666666667,91.6666666666667,103.0,370.666666666667,female_D13
1491,0,D04,mouse1,6418.7,76.0,5.4,5628.1,28116.9,2139.9,8.5,43831.3,1525.8,619.2,12.51,448.7,13354.0,71,9996.3,24,22380.4,21,22164.1,5,Control,5.0,0,Control,99.0,6263.66666666667,80.6666666666667,81.6666666666667,320.666666666667,5502.0,67.6666666666667,69.0,300.666666666667,7408.66666666667,93.3333333333333,91.6666666666667,351.333333333333,male_D04
899,1,D22,mouse3,4673.9,111.25,27.25,14674.6,44350.6,730.35,9.85,606.1,149.75,832.65,12.81,6569.95,14914.5,79,9311.5,21,7571.9,8,37267.3,17,Control,17.0,1,Control,575.0,6675.33333333333,81.3333333333333,84.0,330.666666666667,5865.0,69.0,72.6666666666667,310.0,7686.33333333333,96.3333333333333,92.6666666666667,356.0,female_D22
1460,0,D17,mouse3,2371.4,10.0,14.0,16964.5,40367.1,2507.5,3.6,16625.9,1204.3,729.9,11.99,2392.9,15292.6,83,10540.9,26,13118.2,13,23963.4,4,Control,4.0,0,Control,64.0,5783.0,78.6666666666667,73.3333333333333,308.0,5093.66666666667,68.0,64.3333333333333,288.666666666667,6881.33333333333,94.3333333333333,83.6666666666667,340.0,male_D17
535,1,D13,mouse2,7327.55,223.55,32.1,14322.35,48429.9,1786.1,7.5,18681.5,988.5,1071.1,20.07,616.0,15667.15,85,12224.0,29,17498.1,19,21700.95,11,Control,11.0,1,Control,343.0,7389.66666666667,86.3333333333333,86.3333333333333,347.333333333333,6653.33333333333,75.6666666666667,76.0,329.333333333333,8336.33333333333,100.333333333333,95.6666666666667,370.0,female_D13
2066,0,D13,mouse3,5680.95,72.7,2.75,14098.35,48517.45,1383.95,5.5,4634.5,695.95,661.65,10.43,1919.45,14613.8,78,10292.05,25,20143.5,20,24787.25,14,Control,14.0,0,Control,498.0,8443.66666666667,95.6666666666667,88.0,374.0,7366.33333333333,80.6666666666667,76.6666666666667,346.666666666667,9757.0,111.333333333333,103.666666666667,402.666666666667,male_D13
466,1,D13,mouse2,6328.55,394.55,26.35,11946.05,49770.05,1120.3,6.95,10633.45,1312.9,861.35,15.66,294.05,12728.4,69,11883.2,31,22608.15,20,15980.7,10,Control,10.0,1,Control,296.0,7221.33333333333,85.0,84.6666666666667,344.0,6467.33333333333,75.0,75.3333333333333,324.0,8154.66666666667,99.0,94.3333333333333,366.0,female_D13
337,1,D17,mouse2,3467.65,202.25,53.6,19521.1,52050.45,2204.8,27.6,1213.75,647.15,1746.1,21.49,2204.45,12361.85,69,13313.5,33,14906.0,16,16231.05,8,Control,8.0,1,Control,205.0,6176.66666666667,79.0,77.6666666666667,317.333333333333,5446.0,69.6666666666667,69.6666666666667,298.0,7370.66666666667,91.3333333333333,87.6666666666667,348.666666666667,female_D17
2274,0,D22,mouse1,15370.65,546.55,14.65,8587.85,42414.65,2607.3,19.6,19952.8,1658.3,1004.15,18.74,1914.7,20801.3,117,13331.85,33,6003.0,6,28269.8,18,Control,18.0,0,Control,644.0,9432.0,90.6666666666667,104.333333333333,394.666666666667,8256.66666666667,79.6666666666667,91.3333333333333,369.333333333333,10737.0,106.333333333333,118.0,420.666666666667,male_D22
1518,0,D13,mouse1,14426.6,438.8,7.9,14026.3,43393.0,3613.1,19.5,4758.7,1521.6,814.8,14.58,2865.1,13762.4,71,10022.6,25,12375.9,15,23910.8,5,Control,5.0,0,Control,108.0,6192.66666666667,81.6666666666667,76.6666666666667,318.666666666667,5335.33333333333,68.0,66.3333333333333,295.333333333333,7565.0,97.3333333333333,88.3333333333333,356.0,male_D13
103,1,D11,mouse2,3057.4,7.7,15.3,8743.8,35869.9,1506.0,6.1,39189.6,787.4,1084.0,16.77,250.3,15630.7,86,11587.5,29,21322.0,24,12425.0,5,Control,5.0,1,Control,82.0,4894.66666666667,71.6666666666667,69.3333333333333,282.0,4360.0,62.3333333333333,61.3333333333333,266.666666666667,5792.66666666667,83.0,77.0,309.333333333333,female_D11
461,1,D11,mouse3,5047.4,149.0,97.2,13543.2,43489.65,2157.65,3.85,1507.5,1090.85,594.8,9.35,1263.15,12373.15,65,15041.55,37,14873.25,16,16331.95,10,Control,10.0,1,Control,294.0,6209.33333333333,78.3333333333333,81.6666666666667,318.0,5582.0,68.6666666666667,71.3333333333333,301.333333333333,7287.33333333333,90.3333333333333,90.6666666666667,346.666666666667,female_D11
1531,0,D17,mouse2,241.0,6.8,0.1,10099.2,41895.9,1717.6,8.7,33822.0,1601.9,544.5,11.71,969.6,19552.0,102,11381.4,27,18002.4,14,20172.4,5,Control,5.0,0,Control,112.0,5788.0,77.6666666666667,75.0,308.0,5142.33333333333,66.6666666666667,65.3333333333333,289.333333333333,6879.66666666667,90.3333333333333,86.6666666666667,338.0,male_D17
64,1,D22,mouse2,13.5,0.0,0.0,6771.6,11691.6,613.7,1.1,58000.4,225.9,1197.9,23.47,387.2,14357.9,81,8417.0,22,1480.8,2,24330.9,3,Control,3.0,1,Control,21.0,4599.0,65.6666666666667,70.6666666666667,274.666666666667,4040.33333333333,57.6666666666667,60.6666666666667,256.666666666667,5468.0,76.0,81.6666666666667,302.0,female_D22
1237,1,D04,mouse2,4961.05,42.7,2.1,14625.5,61262.1,3951.55,25.75,393.6,1204.7,935.4,19.24,2001.75,17967.4,98,10064.1,25,6124.7,6,19955.3,24,Control,24.0,1,Control,878.0,8067.0,91.6666666666667,88.0,364.666666666667,7242.33333333333,78.3333333333333,75.6666666666667,344.0,9074.66666666667,108.0,100.333333333333,389.333333333333,female_D04
2551,0,D22,mouse2,8291.35,187.7,31.3,7275.25,44237.65,4682.15,19.1,9242.5,3038.1,413.7,9.98,2376.7,24075.85,129,14218.95,35,9472.05,12,34301.05,24,Control,24.0,0,Control,920.0,9751.66666666667,93.3333333333333,106.666666666667,401.333333333333,8554.0,80.6666666666667,91.0,376.0,11219.6666666667,109.666666666667,122.0,430.0,male_D22
1386,0,D17,mouse1,6630.6,15.8,67.2,19015.5,49194.4,2674.7,42.4,9174.6,905.2,1356.0,20.31,2188.2,14765.8,80,11829.6,28,14158.1,15,26512.3,3,Control,3.0,0,Control,40.0,5512.0,78.0,71.3333333333333,300.0,4786.66666666667,65.6666666666667,61.6666666666667,280.666666666667,6448.66666666667,89.3333333333333,82.6666666666667,328.0,male_D17
1586,0,D13,mouse3,8001.4,171.4,34.45,7603.8,45397.65,1684.6,5.0,11055.65,732.95,645.9,11.88,625.75,14462.75,75,14317.3,35,10484.7,11,18811.25,7,Control,7.0,0,Control,177.0,8641.33333333333,95.3333333333333,91.0,378.666666666667,7841.33333333333,81.0,77.6666666666667,360.666666666667,9579.66666666667,113.333333333333,105.666666666667,399.333333333333,male_D13
597,1,D11,mouse1,3658.65,82.7,82.65,14896.0,42259.5,2570.1,14.95,11891.45,309.9,574.9,11.99,3026.15,16283.0,87,11230.6,26,18224.95,22,21009.55,12,Control,12.0,1,Control,384.0,7587.33333333333,87.6666666666667,85.3333333333333,352.666666666667,6482.0,77.3333333333333,74.6666666666667,326.0,8694.66666666667,103.0,97.0,377.333333333333,female_D11
307,1,D07,mouse2,3534.4,170.95,15.4,16328.35,53032.35,2363.25,17.35,2512.7,777.6,999.1,15.58,3079.25,12662.5,66,11554.05,27,20656.9,24,26369.2,8,Control,8.0,1,Control,195.0,6659.33333333333,78.6666666666667,86.3333333333333,330.0,5921.0,68.6666666666667,76.0,311.333333333333,7812.33333333333,92.6666666666667,94.3333333333333,358.666666666667,female_D07
1650,0,D11,mouse1,2786.95,124.05,6.95,10820.4,47858.9,2460.2,115.85,14932.3,1317.0,892.05,15.71,2745.15,13999.6,74,12664.85,28,17407.25,17,27097.25,8,Control,8.0,0,Control,223.0,8828.0,96.6666666666667,94.0,380.0,7953.66666666667,83.3333333333333,81.3333333333333,361.333333333333,9852.0,109.333333333333,104.666666666667,401.333333333333,male_D11
576,1,D04,mouse1,3793.45,9.5,21.4,14948.65,48847.35,2880.05,18.55,14353.2,1053.25,795.55,16.67,809.4,18620.25,99,13467.45,30,12799.75,15,19467.45,12,Control,12.0,1,Control,377.0,8167.33333333333,93.6666666666667,88.3333333333333,366.666666666667,7301.66666666667,80.0,78.0,346.0,9265.66666666667,107.333333333333,100.666666666667,390.666666666667,female_D04
1103,1,D11,mouse3,6796.55,515.2,12.85,16309.45,52155.5,5679.45,76.3,3946.15,2105.85,1007.05,15.24,142.25,15230.85,81,14027.45,34,19589.75,16,15778.5,21,Control,21.0,1,Control,745.0,7962.66666666667,87.3333333333333,92.0,360.0,7294.66666666667,77.3333333333333,80.3333333333333,344.666666666667,8848.33333333333,98.0,103.333333333333,380.666666666667,female_D11
1519,0,D13,mouse2,13162.8,370.8,9.4,13473.7,45859.0,2557.9,22.0,4671.0,1861.6,717.3,13.29,2865.1,14629.1,78,10966.7,25,13576.3,16,23910.8,5,Control,5.0,0,Control,108.0,6192.66666666667,81.6666666666667,76.6666666666667,318.666666666667,5335.33333333333,68.0,66.3333333333333,295.333333333333,7565.0,97.3333333333333,88.3333333333333,356.0,male_D13
265,1,D17,mouse2,3739.4,43.0,117.9,13987.15,48935.75,1719.6,13.95,5718.3,1068.65,1701.8,21.25,809.45,11017.35,57,9035.5,21,16352.6,13,17077.15,7,Control,7.0,1,Control,158.0,7265.66666666667,87.3333333333333,83.6666666666667,344.666666666667,6620.0,77.3333333333333,74.6666666666667,328.666666666667,8013.0,100.0,92.6666666666667,362.666666666667,female_D17
306,1,D07,mouse1,3775.3,180.65,26.45,14838.8,52802.1,2885.9,14.6,3321.25,1179.65,1109.4,16.44,3079.25,12022.55,63,14111.7,35,16694.2,18,26369.2,8,Control,8.0,1,Control,195.0,6659.33333333333,78.6666666666667,86.3333333333333,330.0,5921.0,68.6666666666667,76.0,311.333333333333,7812.33333333333,92.6666666666667,94.3333333333333,358.666666666667,female_D07
31,1,D11,mouse2,165.5,0.1,1.3,2343.6,14051.1,368.0,0.1,54381.3,318.2,1169.3,19.24,11.4,10732.5,58,8446.3,21,10896.6,8,14293.9,3,Control,3.0,1,Control,10.0,4491.66666666667,68.0,66.6666666666667,270.0,4001.66666666667,59.3333333333333,58.6666666666667,255.333333333333,5248.66666666667,79.3333333333333,75.3333333333333,294.666666666667,female_D11
1562,0,D04,mouse3,8212.1,64.65,24.0,13957.35,43318.1,8648.8,103.9,4232.15,2814.15,796.2,13.52,2372.45,14481.35,81,11010.1,27,14635.45,15,27567.1,7,Control,7.0,0,Control,169.0,8880.33333333333,96.6666666666667,94.0,384.0,7797.33333333333,80.3333333333333,79.6666666666667,359.333333333333,10188.3333333333,112.666666666667,110.666666666667,411.333333333333,male_D04
788,1,D07,mouse3,5709.15,502.1,15.55,23702.1,48238.85,3654.05,23.55,1696.05,337.35,634.4,12.18,1565.5,17006.75,93,13242.95,32,20038.75,21,24316.75,16,Control,16.0,1,Control,513.0,7315.66666666667,86.6666666666667,85.0,346.0,6502.0,76.6666666666667,75.3333333333333,324.666666666667,8501.66666666667,97.0,98.3333333333333,374.0,female_D07
2507,0,D17,mouse3,7603.5,590.1,0.15,11627.7,37707.5,3266.45,15.95,12149.0,816.55,424.0,9.39,3427.6,16846.6,96,12262.3,29,11724.9,14,33525.05,23,Control,23.0,0,Control,867.0,8861.0,88.3333333333333,99.6666666666667,382.0,7767.0,79.0,85.6666666666667,357.333333333333,10077.6666666667,103.333333333333,112.666666666667,406.666666666667,male_D17
1401,0,D22,mouse1,1346.4,5.2,16.4,17102.4,50754.2,3948.5,9.3,10159.8,2633.8,1327.1,19.08,2865.6,14086.0,74,12611.6,29,8981.9,12,26717.4,3,Control,3.0,0,Control,45.0,4993.66666666667,69.3333333333333,73.0,285.333333333333,4451.66666666667,61.3333333333333,62.6666666666667,270.0,5786.33333333333,80.3333333333333,82.6666666666667,308.666666666667,male_D22
511,1,D04,mouse2,7056.5,10.85,9.7,15614.6,57091.0,1954.35,36.25,14019.95,801.35,1249.05,22.1,565.35,16665.85,90,11579.55,29,17590.0,18,19217.4,11,Control,11.0,1,Control,335.0,7494.0,90.0,83.3333333333333,351.333333333333,6564.66666666667,77.3333333333333,72.6666666666667,328.0,8637.33333333333,104.666666666667,95.6666666666667,379.333333333333,female_D04
1926,0,D11,mouse1,4278.4,442.8,294.15,15662.35,54112.95,4648.3,43.4,10102.15,1958.1,586.05,12.86,301.35,17673.5,96,16507.1,42,18382.7,20,17028.7,12,Control,12.0,0,Control,407.0,9247.0,97.0,94.6666666666667,390.666666666667,8132.0,83.6666666666667,81.6666666666667,365.333333333333,10419.3333333333,113.0,110.666666666667,416.666666666667,male_D11
1128,1,D22,mouse1,10601.3,367.85,17.7,13102.2,44678.1,3212.85,30.95,12783.05,646.45,1779.15,25.59,1699.8,17512.45,93,11441.15,28,8569.6,8,23910.0,21,Control,21.0,1,Control,756.0,7659.66666666667,84.3333333333333,91.6666666666667,354.0,6920.33333333333,75.0,79.3333333333333,335.333333333333,8664.0,96.0,104.333333333333,378.666666666667,female_D22
1829,0,D22,mouse3,6603.15,336.0,66.05,13262.05,38838.45,561.35,2.9,2567.8,286.1,586.35,9.54,1946.45,15277.8,84,9457.3,25,9315.0,9,22477.4,10,Control,10.0,0,Control,329.0,6960.66666666667,80.6666666666667,88.3333333333333,338.0,6324.33333333333,71.0,75.6666666666667,321.333333333333,7850.0,92.6666666666667,100.0,360.0,male_D22
1050,1,D13,mouse1,6540.55,348.6,10.25,19968.5,41458.35,627.85,2.3,1776.3,242.7,551.6,11.59,2122.2,12077.75,66,13997.45,33,15571.4,13,22883.0,20,Control,20.0,1,Control,702.0,6760.66666666667,78.0,89.0,332.0,6064.33333333333,69.3333333333333,77.0,314.666666666667,7996.0,91.0,99.3333333333333,362.666666666667,female_D13
806,1,D13,mouse3,5031.85,283.6,12.4,13531.15,41423.4,2338.7,5.6,2542.35,521.3,736.95,11.01,1609.95,10326.6,54,7776.95,18,18400.75,19,19837.0,16,Control,16.0,1,Control,519.0,7106.66666666667,81.3333333333333,89.3333333333333,341.333333333333,6429.66666666667,72.0,78.0,324.0,8334.66666666667,91.6666666666667,103.0,370.666666666667,female_D13
2064,0,D13,mouse1,6406.45,68.85,1.05,13888.7,51607.8,2114.45,12.8,7270.25,780.5,1011.2,16.98,1919.45,17873.4,101,11860.45,29,13202.1,15,24787.25,14,Control,14.0,0,Control,498.0,8443.66666666667,95.6666666666667,88.0,374.0,7366.33333333333,80.6666666666667,76.6666666666667,346.666666666667,9757.0,111.333333333333,103.666666666667,402.666666666667,male_D13
109,1,D13,mouse2,3839.7,2.8,11.9,23371.8,47054.5,2130.9,27.5,3521.6,2013.7,1025.1,15.75,711.0,13596.5,69,9597.8,25,17511.1,17,18072.4,5,Control,5.0,1,Control,84.0,4652.0,66.6666666666667,71.0,274.666666666667,4158.33333333333,59.6666666666667,62.3333333333333,260.0,5650.66666666667,79.3333333333333,77.6666666666667,305.333333333333,female_D13
