index_x,sex,cage,mouseid,Eating,Drinking,Climbing_the_net,Curling_up,Straightening_up,Bending,Grooming,Standing,Stillness,Walking,Travel_distance,Group_of_three_mice,Rest,Rest_count,Short_sleep,Short_sleep_count,Long_sleep,Long_sleep_count,Group_of_two_mice,testage3,dietary,TestAge,Sex,Dietary,index_y,median_area,median_c,median_k,median_len,q1_area,q1_c,q1_k,q1_len,q3_area,q3_c,q3_k,q3_len,mouse_uid
2290,0,D04,mouse2,10939.75,412.85,22.35,13732.15,37189.15,3265.4,43.9,7687.6,1046.6,852.45,16.15,5593.05,14215.55,82,9524.45,24,5018.3,6,38098.85,19,Control,19.0,0,Control,672.0,8936.66666666667,90.3333333333333,100.333333333333,385.333333333333,7853.0,77.3333333333333,85.0,360.0,10248.6666666667,105.333333333333,116.0,411.333333333333,male_D04
1812,0,D17,mouse1,4153.25,367.2,71.0,17286.7,38502.95,1379.6,7.1,7778.95,394.55,695.8,13.84,693.6,17285.55,92,8872.7,21,11801.8,11,16212.5,10,Control,10.0,0,Control,324.0,7844.33333333333,94.3333333333333,82.6666666666667,360.666666666667,6696.33333333333,78.3333333333333,71.0,332.0,9076.66666666667,109.333333333333,96.6666666666667,387.333333333333,male_D17
1140,1,D04,mouse1,13298.0,575.85,6.4,14961.55,52064.3,3417.95,15.4,5076.65,1005.1,666.3,15.17,1530.9,23712.6,124,14747.7,36,8124.95,9,19853.55,22,Control,22.0,1,Control,784.0,7968.0,88.6666666666667,91.3333333333333,362.0,7175.33333333333,76.0,77.6666666666667,342.666666666667,8947.66666666667,100.333333333333,107.666666666667,386.0,female_D04
818,1,D17,mouse3,4248.95,342.65,63.75,16480.05,41711.45,3589.8,24.1,2536.5,1742.9,716.95,11.63,1201.05,17370.05,92,9531.55,24,9009.3,11,14639.55,16,Control,16.0,1,Control,523.0,6614.66666666667,80.3333333333333,84.0,328.0,5832.66666666667,70.6666666666667,72.3333333333333,308.666666666667,7788.0,90.0,95.6666666666667,356.666666666667,female_D17
987,1,D11,mouse1,10246.9,421.4,25.6,14464.9,52563.35,2262.55,7.0,4797.9,490.95,751.45,14.25,453.8,15340.5,83,11404.85,27,21717.6,20,16004.35,19,Control,19.0,1,Control,656.0,8062.66666666667,89.0,88.6666666666667,364.0,6891.33333333333,77.0,78.3333333333333,335.333333333333,9331.0,104.0,102.0,392.0,female_D11
1349,0,D04,mouse3,6717.2,748.0,89.1,14094.0,41580.8,2196.0,5.6,560.7,1012.2,808.2,11.78,2117.5,11786.3,60,7070.0,17,6768.8,7,25084.5,3,Control,3.0,0,Control,27.0,5741.33333333333,79.3333333333333,74.6666666666667,307.333333333333,5090.66666666667,66.0,64.3333333333333,289.333333333333,6569.66666666667,91.3333333333333,85.0,330.0,male_D04
2573,0,D17,mouse3,16236.75,1273.8,9.5,9950.15,25799.7,956.55,19.9,7862.55,495.2,453.0,11.85,886.8,10567.2,61,2280.4,6,1003.0,1,19138.45,25,Control,25.0,0,Control,959.0,8930.33333333333,90.0,101.333333333333,383.333333333333,7825.33333333333,79.0,86.3333333333333,358.666666666667,10230.3333333333,102.333333333333,113.333333333333,408.666666666667,male_D17
163,1,D07,mouse2,1664.0,0.9,12.4,12993.7,42968.9,2794.6,7.0,23852.3,1128.6,1076.1,16.78,1431.3,13332.6,72,14845.7,36,15331.6,17,25750.5,6,Control,6.0,1,Control,125.0,5031.0,71.6666666666667,71.3333333333333,286.0,4478.66666666667,62.6666666666667,63.0,270.0,5863.33333333333,81.6666666666667,80.0,310.0,female_D07
1669,0,D17,mouse2,4926.65,60.7,12.95,16597.25,52427.9,2862.05,15.25,22054.15,658.85,823.95,15.99,2068.65,20484.15,110,18615.8,44,18384.8,19,32797.35,8,Control,8.0,0,Control,229.0,8748.66666666667,98.6666666666667,90.3333333333333,380.0,7775.0,85.0,77.6666666666667,358.0,10012.3333333333,112.666666666667,104.333333333333,406.0,male_D17
884,1,D17,mouse3,7475.9,348.7,21.5,13711.8,46583.3,2168.75,30.4,11054.55,760.4,895.55,14.88,2372.55,13750.65,77,13460.15,33,7331.25,8,28405.7,17,Control,17.0,1,Control,570.0,7930.0,86.6666666666667,91.0,360.666666666667,7014.33333333333,75.6666666666667,77.3333333333333,339.333333333333,9015.66666666667,100.666666666667,106.0,386.666666666667,female_D17
528,1,D11,mouse1,5821.45,99.4,3.1,14722.75,42544.45,3112.9,134.65,6796.9,436.4,932.0,15.58,2029.4,13056.65,70,11404.9,28,14927.65,14,20587.15,11,Control,11.0,1,Control,341.0,7174.33333333333,88.3333333333333,82.3333333333333,341.333333333333,6146.66666666667,78.6666666666667,71.0,316.666666666667,8323.33333333333,97.6666666666667,94.0,369.333333333333,female_D11
718,1,D07,mouse2,1500.4,48.25,1.5,14412.8,50747.1,4727.75,25.2,7812.0,1659.9,674.05,13.59,1989.55,14781.35,82,11463.8,29,22780.25,21,22369.55,14,Control,14.0,1,Control,469.0,7597.33333333333,88.3333333333333,87.0,353.333333333333,6566.66666666667,76.0,76.3333333333333,327.333333333333,8739.66666666667,102.666666666667,97.6666666666667,378.666666666667,female_D07
736,1,D13,mouse2,7182.2,104.65,2.45,10656.2,41153.15,1757.25,30.75,24217.95,1000.05,899.1,17.49,1100.75,12882.5,69,14453.35,34,19111.45,15,21805.1,14,Control,14.0,1,Control,475.0,7829.33333333333,94.6666666666667,83.6666666666667,358.0,7130.66666666667,81.3333333333333,74.0,342.0,8670.0,107.0,96.0,377.333333333333,female_D13
2229,0,D04,mouse1,7271.35,515.75,9.4,11839.05,46047.5,2428.85,53.5,5365.45,1442.6,873.7,15.05,1278.75,13562.4,74,14167.6,33,8432.85,9,19640.4,18,Control,18.0,0,Control,626.0,9297.33333333333,93.6666666666667,101.666666666667,391.333333333333,8384.66666666667,80.3333333333333,87.6666666666667,371.333333333333,10447.6666666667,107.666666666667,116.0,414.666666666667,male_D04
786,1,D07,mouse1,6627.45,412.95,20.4,21683.65,56102.95,2128.7,12.0,2350.8,740.15,808.15,16.26,1565.5,17898.2,92,15895.15,37,15502.1,19,24316.75,16,Control,16.0,1,Control,513.0,7315.66666666667,86.6666666666667,85.0,346.0,6502.0,76.6666666666667,75.3333333333333,324.666666666667,8501.66666666667,97.0,98.3333333333333,374.0,female_D07
1200,1,D11,mouse1,7304.5,877.7,7.2,12254.75,55481.95,6616.15,75.65,11252.6,2453.9,697.25,15.4,433.8,20920.35,112,15772.6,39,10116.9,11,18650.8,23,Control,23.0,1,Control,837.0,8365.33333333333,88.6666666666667,95.3333333333333,370.0,7534.33333333333,77.6666666666667,82.6666666666667,351.333333333333,9270.33333333333,100.333333333333,108.0,390.666666666667,female_D11
175,1,D11,mouse2,189.4,0.0,2.8,1738.9,13709.6,685.0,0.5,64176.8,477.1,759.1,13.12,11.5,10435.5,56,14069.2,32,19389.5,20,20771.5,6,Control,6.0,1,Control,129.0,4880.66666666667,68.3333333333333,71.3333333333333,281.333333333333,4378.66666666667,60.6666666666667,63.6666666666667,266.0,5641.66666666667,81.6666666666667,78.0,304.666666666667,female_D11
1846,0,D04,mouse2,2611.9,1.6,4.45,16112.5,54915.35,1254.4,15.6,5590.05,637.85,807.15,13.98,3364.8,15167.6,78,15489.9,38,17771.15,19,27727.7,11,Control,11.0,0,Control,357.0,8111.66666666667,91.6666666666667,90.0,365.333333333333,7294.66666666667,77.3333333333333,76.6666666666667,346.666666666667,9033.66666666667,107.0,103.666666666667,387.333333333333,male_D04
449,1,D07,mouse3,3793.0,143.15,32.55,13998.55,43685.0,1730.6,14.65,11534.35,726.8,663.65,12.21,1413.65,16470.3,87,14393.9,34,13936.5,15,21345.1,10,Control,10.0,1,Control,290.0,7847.66666666667,87.6666666666667,92.0,358.666666666667,7097.0,76.0,79.6666666666667,341.333333333333,8759.33333333333,101.0,102.0,378.666666666667,female_D07
1278,1,D04,mouse1,16700.85,714.05,6.35,11245.5,45472.45,1938.85,123.2,5937.2,1046.5,616.65,16.16,1052.4,18315.05,100,7193.9,17,10350.8,11,22687.15,25,Control,25.0,1,Control,925.0,7807.0,83.6666666666667,94.3333333333333,359.333333333333,6965.0,72.6666666666667,81.0,338.666666666667,8792.66666666667,97.3333333333333,107.0,380.666666666667,female_D04
1374,0,D13,mouse1,6637.3,7.3,38.7,19338.5,41161.9,5621.6,103.6,6020.4,1323.6,914.7,15.95,1587.4,17172.0,89,9544.2,23,8735.7,12,16540.8,3,Control,3.0,0,Control,36.0,5449.33333333333,77.0,71.3333333333333,298.666666666667,4789.0,65.3333333333333,62.6666666666667,280.0,6358.0,89.0,82.0,324.666666666667,male_D13
1376,0,D13,mouse3,5964.7,7.9,93.9,15131.9,35095.3,1828.2,16.7,7048.2,1227.6,728.2,11.72,1587.4,12681.9,68,10141.5,24,6976.4,10,16540.8,3,Control,3.0,0,Control,36.0,5449.33333333333,77.0,71.3333333333333,298.666666666667,4789.0,65.3333333333333,62.6666666666667,280.0,6358.0,89.0,82.0,324.666666666667,male_D13
308,1,D07,mouse3,2810.75,202.15,16.4,13452.05,41560.9,3761.45,15.5,5894.95,1422.8,834.7,12.68,3079.25,12851.9,69,12374.3,30,14548.05,18,26369.2,8,Control,8.0,1,Control,195.0,6659.33333333333,78.6666666666667,86.3333333333333,330.0,5921.0,68.6666666666667,76.0,311.333333333333,7812.33333333333,92.6666666666667,94.3333333333333,358.666666666667,female_D07
530,1,D11,mouse3,3681.5,87.5,8.95,13987.0,41447.65,2935.3,9.85,5299.5,619.8,491.75,9.24,2029.4,11089.2,64,12732.4,29,16327.3,17,20587.15,11,Control,11.0,1,Control,341.0,7174.33333333333,88.3333333333333,82.3333333333333,341.333333333333,6146.66666666667,78.6666666666667,71.0,316.666666666667,8323.33333333333,97.6666666666667,94.0,369.333333333333,female_D11
845,1,D04,mouse3,7074.9,2688.25,13.6,13328.3,41485.1,985.4,27.25,1115.25,1061.5,439.7,9.22,1007.15,11689.1,65,9601.45,25,18911.4,17,15151.9,17,Control,17.0,1,Control,557.0,7583.33333333333,85.0,90.6666666666667,352.0,6922.33333333333,73.3333333333333,78.3333333333333,336.0,8414.33333333333,94.6666666666667,105.0,373.333333333333,female_D04
598,1,D11,mouse2,3817.0,82.15,97.2,17200.45,40165.75,3413.6,56.05,9098.1,1761.2,590.15,11.93,3026.15,14376.2,74,14267.4,34,16314.65,17,21009.55,12,Control,12.0,1,Control,384.0,7587.33333333333,87.6666666666667,85.3333333333333,352.666666666667,6482.0,77.3333333333333,74.6666666666667,326.0,8694.66666666667,103.0,97.0,377.333333333333,female_D11
2231,0,D04,mouse3,9160.6,253.4,3.65,9753.15,41453.35,2045.15,65.35,4198.25,884.95,571.35,10.41,1278.75,15100.05,85,12182.2,30,9196.85,11,19640.4,18,Control,18.0,0,Control,626.0,9297.33333333333,93.6666666666667,101.666666666667,391.333333333333,8384.66666666667,80.3333333333333,87.6666666666667,371.333333333333,10447.6666666667,107.666666666667,116.0,414.666666666667,male_D04
90,1,D07,mouse1,4537.3,427.7,6.1,13010.1,40602.3,1861.2,7.6,13248.1,1802.1,1063.6,15.82,1295.9,12740.0,70,7508.4,19,16620.2,18,16362.3,5,Control,5.0,1,Control,78.0,4941.66666666667,72.3333333333333,69.6666666666667,283.333333333333,4335.33333333333,63.0,62.3333333333333,265.333333333333,6032.33333333333,82.3333333333333,78.6666666666667,315.333333333333,female_D07
1684,0,D22,mouse2,390.4,2.05,12.1,7546.4,38765.05,2660.5,9.05,18084.1,2341.35,555.55,10.45,1144.3,12291.85,67,12336.2,31,13925.1,15,27395.65,8,Control,8.0,0,Control,234.0,8578.0,89.0,95.6666666666667,375.333333333333,7716.33333333333,78.6666666666667,82.3333333333333,356.666666666667,9434.33333333333,103.333333333333,110.333333333333,394.0,male_D22
585,1,D07,mouse1,5168.9,155.9,40.55,16375.7,57533.15,3306.05,11.35,13740.25,1023.65,975.4,18.67,1863.9,19785.15,103,14249.35,32,19682.75,19,23119.9,12,Control,12.0,1,Control,380.0,7603.0,91.6666666666667,84.3333333333333,352.0,6836.33333333333,80.3333333333333,74.3333333333333,334.666666666667,8704.0,104.0,95.6666666666667,379.333333333333,female_D07
2309,0,D13,mouse3,3058.45,1118.05,91.6,19080.4,54696.25,4713.65,15.8,2403.45,1507.95,1137.95,15.64,1426.75,21517.05,111,14740.7,39,10343.75,12,20967.0,19,Control,19.0,0,Control,680.0,8789.33333333333,92.6666666666667,95.0,380.666666666667,7803.0,79.0,82.3333333333333,357.333333333333,10091.0,106.0,110.0,409.333333333333,male_D13
2028,0,D22,mouse1,7026.85,320.1,125.5,17193.35,49109.85,4004.75,13.0,1531.45,1705.0,1126.6,19.04,3239.35,18217.35,99,12709.75,32,7236.15,9,24449.85,13,Control,13.0,0,Control,465.0,8324.0,84.3333333333333,98.3333333333333,369.333333333333,7408.66666666667,75.3333333333333,84.3333333333333,348.0,9381.33333333333,96.3333333333333,113.0,394.666666666667,male_D22
153,1,D04,mouse1,9325.2,10.9,107.9,8572.1,23740.4,1003.4,3.5,39567.2,345.5,704.1,13.97,576.5,12977.1,71,13887.9,34,14553.8,14,17983.7,6,Control,6.0,1,Control,122.0,4855.33333333333,69.6666666666667,69.6666666666667,281.333333333333,4286.66666666667,60.0,61.6666666666667,264.0,5795.33333333333,83.0,78.3333333333333,309.333333333333,female_D04
909,1,D04,mouse1,14568.8,504.3,1.2,14639.6,43203.85,1436.9,9.7,6819.4,586.95,852.85,16.39,935.45,12872.25,69,11215.9,27,15661.95,16,14601.25,18,Control,18.0,1,Control,603.0,8016.0,84.0,94.0,363.333333333333,7103.33333333333,73.6666666666667,80.6666666666667,340.666666666667,8922.0,96.3333333333333,109.666666666667,385.333333333333,female_D04
2013,0,D17,mouse1,6730.7,452.7,17.65,14277.65,52181.9,3761.25,15.45,18574.15,1048.9,805.65,16.61,1385.7,26703.35,139,13312.85,34,13109.1,16,25454.3,13,Control,13.0,0,Control,460.0,9035.33333333333,100.333333333333,91.3333333333333,386.0,7931.66666666667,87.0,79.3333333333333,362.0,10308.3333333333,114.333333333333,104.333333333333,412.0,male_D17
1102,1,D11,mouse2,6871.0,441.45,60.9,17946.9,54020.1,6989.1,107.8,3080.75,1689.8,971.2,16.79,142.25,21483.25,110,11674.95,29,16703.65,18,15778.5,21,Control,21.0,1,Control,745.0,7962.66666666667,87.3333333333333,92.0,360.0,7294.66666666667,77.3333333333333,80.3333333333333,344.666666666667,8848.33333333333,98.0,103.333333333333,380.666666666667,female_D11
1960,0,D22,mouse2,6836.95,387.65,145.95,13101.25,47799.75,2914.3,8.8,8434.0,1586.8,756.85,13.51,608.95,17430.35,91,12041.35,29,16460.05,15,14274.0,12,Control,12.0,0,Control,418.0,7991.0,88.6666666666667,93.3333333333333,362.666666666667,6873.33333333333,75.6666666666667,80.0,334.666666666667,10209.3333333333,102.666666666667,106.666666666667,409.333333333333,male_D22
717,1,D07,mouse1,2353.4,95.55,1.9,14839.2,55064.85,2518.7,9.45,6117.35,924.45,738.9,15.55,1989.55,13383.85,72,9578.85,24,21155.3,19,22369.55,14,Control,14.0,1,Control,469.0,7597.33333333333,88.3333333333333,87.0,353.333333333333,6566.66666666667,76.0,76.3333333333333,327.333333333333,8739.66666666667,102.666666666667,97.6666666666667,378.666666666667,female_D07
1280,1,D04,mouse3,14438.5,886.8,9.2,12545.65,37556.2,3829.8,100.85,4371.55,504.9,410.9,11.56,1052.4,15020.75,82,11665.45,27,8304.75,8,22687.15,25,Control,25.0,1,Control,925.0,7807.0,83.6666666666667,94.3333333333333,359.333333333333,6965.0,72.6666666666667,81.0,338.666666666667,8792.66666666667,97.3333333333333,107.0,380.666666666667,female_D04
2188,0,D13,mouse2,7074.9,211.05,69.75,9273.45,44194.15,3758.55,33.95,10859.2,1763.4,496.15,11.19,1195.0,17173.9,90,14094.7,35,15501.55,19,22859.1,17,Control,17.0,0,Control,589.0,9763.0,102.333333333333,95.3333333333333,402.0,8743.33333333333,87.0,83.0,380.666666666667,10800.0,118.333333333333,112.333333333333,422.0,male_D13
1871,0,D13,mouse3,7922.5,6.55,19.15,10860.25,54006.2,2276.8,5.7,13169.6,1247.6,863.3,14.7,526.2,18628.45,103,14067.0,35,16440.5,17,26861.0,11,Control,11.0,0,Control,365.0,8952.0,94.3333333333333,95.0,384.0,7987.66666666667,81.3333333333333,81.0,362.666666666667,10015.6666666667,111.333333333333,109.0,406.666666666667,male_D13
379,1,D07,mouse2,3127.9,160.35,23.35,15728.45,50695.25,3225.35,32.1,5237.95,924.25,1037.1,17.87,1884.0,13483.05,69,10855.8,24,19150.0,19,21525.55,9,Control,9.0,1,Control,243.0,7243.66666666667,82.6666666666667,89.3333333333333,344.666666666667,6421.0,71.6666666666667,78.0,324.0,8357.33333333333,97.3333333333333,98.6666666666667,371.333333333333,female_D07
104,1,D11,mouse3,3525.1,15.7,14.0,9537.1,38185.9,2086.9,5.4,29916.1,1927.0,838.3,13.12,250.3,17130.3,86,13583.0,33,19186.9,22,12425.0,5,Control,5.0,1,Control,82.0,4894.66666666667,71.6666666666667,69.3333333333333,282.0,4360.0,62.3333333333333,61.3333333333333,266.666666666667,5792.66666666667,83.0,77.0,309.333333333333,female_D11
264,1,D17,mouse1,4382.0,28.1,87.9,11956.75,44563.3,1251.9,16.8,13654.75,461.8,1474.65,20.78,809.45,13989.15,74,9317.8,23,13027.5,14,17077.15,7,Control,7.0,1,Control,158.0,7265.66666666667,87.3333333333333,83.6666666666667,344.666666666667,6620.0,77.3333333333333,74.6666666666667,328.666666666667,8013.0,100.0,92.6666666666667,362.666666666667,female_D17
2420,0,D17,mouse3,6445.2,417.2,40.8,10231.85,48522.15,5195.7,13.5,15092.8,942.15,667.05,12.21,380.75,21330.2,114,9045.1,22,17131.2,18,19469.15,21,Control,21.0,0,Control,774.0,9664.0,94.0,102.333333333333,398.666666666667,8603.66666666667,83.0,86.6666666666667,376.0,10948.3333333333,110.0,117.0,425.333333333333,male_D17
1863,0,D11,mouse1,6880.3,1019.65,25.95,14029.3,51979.75,5197.65,22.85,4024.95,2441.3,798.2,15.08,751.7,20029.1,105,15665.8,37,7728.95,7,21345.85,11,Control,11.0,0,Control,363.0,8616.0,92.0,94.0,376.0,7530.0,79.6666666666667,80.6666666666667,351.333333333333,9910.66666666667,105.666666666667,108.666666666667,404.0,male_D11
32,1,D11,mouse3,189.7,0.1,2.0,2499.5,12934.4,302.2,0.0,48314.8,236.1,866.0,13.45,11.4,8975.5,49,12287.0,29,8157.9,8,14293.9,3,Control,3.0,1,Control,10.0,4491.66666666667,68.0,66.6666666666667,270.0,4001.66666666667,59.3333333333333,58.6666666666667,255.333333333333,5248.66666666667,79.3333333333333,75.3333333333333,294.666666666667,female_D11
2427,0,D22,mouse1,5741.6,122.8,29.9,11003.6,49696.2,4826.1,55.35,9487.55,2826.5,795.4,14.57,1347.55,14115.95,75,15803.25,39,14876.5,16,20197.6,21,Control,21.0,0,Control,779.0,9457.33333333333,92.6666666666667,102.666666666667,394.0,8431.0,80.3333333333333,89.6666666666667,372.666666666667,10552.0,106.333333333333,116.0,417.333333333333,male_D22
193,1,D17,mouse2,1255.8,1.0,21.7,11289.8,36698.8,1238.4,23.4,16517.9,836.4,622.3,12.51,697.1,9069.7,49,12563.7,29,16102.3,13,13129.5,6,Control,6.0,1,Control,135.0,4862.33333333333,72.0,68.6666666666667,281.333333333333,4281.66666666667,62.3333333333333,61.6666666666667,263.333333333333,5735.33333333333,83.3333333333333,78.0,307.333333333333,female_D17
1156,1,D11,mouse2,7902.1,512.7,9.15,15520.9,45013.95,2844.35,63.1,13203.8,880.6,934.0,16.11,410.4,21764.75,119,20543.25,49,7171.7,8,13462.8,22,Control,22.0,1,Control,791.0,8289.33333333333,87.6666666666667,95.6666666666667,369.333333333333,7489.33333333333,77.3333333333333,82.6666666666667,350.666666666667,9192.0,99.6666666666667,107.666666666667,390.0,female_D11
1631,0,D04,mouse3,2452.8,49.65,22.35,12394.5,46936.65,5621.15,65.5,7928.25,1638.2,766.0,13.61,1431.65,15008.65,81,9090.3,23,10033.5,8,23126.65,8,Control,8.0,0,Control,216.0,8623.33333333333,97.0,90.0,378.666666666667,7569.66666666667,81.6666666666667,76.3333333333333,354.0,9862.33333333333,112.0,106.333333333333,404.666666666667,male_D04
176,1,D11,mouse3,160.6,0.0,6.2,1631.0,15382.7,634.4,0.9,58858.4,547.0,743.0,12.5,11.5,11989.2,66,12091.0,27,20018.7,21,20771.5,6,Control,6.0,1,Control,129.0,4880.66666666667,68.3333333333333,71.3333333333333,281.333333333333,4378.66666666667,60.6666666666667,63.6666666666667,266.0,5641.66666666667,81.6666666666667,78.0,304.666666666667,female_D11
11,1,D04,mouse3,9712.0,3.5,77.6,5671.6,16602.1,1028.4,0.8,32113.1,256.4,708.1,12.69,224.6,9998.4,57,5701.9,15,11784.6,12,17675.3,3,Control,3.0,1,Control,3.0,4596.0,69.6666666666667,66.0,273.333333333333,3950.33333333333,59.6666666666667,57.3333333333333,254.0,5542.66666666667,83.0,75.0,304.0,female_D04
2486,0,D04,mouse3,9628.9,599.5,1.45,9609.9,37212.2,1591.6,5.35,231.65,923.45,326.1,8.4,1183.45,13555.15,77,4222.25,10,8419.3,8,19747.6,23,Control,23.0,0,Control,854.0,7040.66666666667,85.0,84.6666666666667,338.666666666667,6088.0,73.6666666666667,72.6666666666667,316.0,8232.33333333333,95.6666666666667,98.3333333333333,367.333333333333,male_D04
1670,0,D17,mouse3,3021.55,52.0,16.25,10663.3,52692.1,3290.3,5.9,20719.15,713.45,603.05,10.5,2068.65,21469.75,107,15628.6,36,19915.5,17,32797.35,8,Control,8.0,0,Control,229.0,8748.66666666667,98.6666666666667,90.3333333333333,380.0,7775.0,85.0,77.6666666666667,358.0,10012.3333333333,112.666666666667,104.333333333333,406.0,male_D17
122,1,D17,mouse3,4413.0,29.4,25.4,5674.1,18501.4,707.8,1.2,46035.3,430.5,544.0,9.04,451.0,8949.5,49,12339.3,30,15508.5,12,12632.4,5,Control,5.0,1,Control,88.0,4712.0,72.3333333333333,62.6666666666667,277.333333333333,4114.0,61.6666666666667,59.3333333333333,258.0,5116.0,82.3333333333333,72.0,290.0,female_D17
1855,0,D07,mouse2,2282.0,18.1,16.15,13825.35,64145.85,4340.65,15.9,9055.0,1426.2,764.7,15.06,2416.7,25296.2,133,17661.15,44,12765.2,15,33785.4,11,Control,11.0,0,Control,360.0,8930.33333333333,93.6666666666667,95.0,384.0,8040.33333333333,80.6666666666667,82.3333333333333,363.333333333333,9996.66666666667,111.333333333333,107.666666666667,407.333333333333,male_D07
910,1,D04,mouse2,9296.6,465.85,1.7,14420.0,49927.45,1441.7,27.35,4909.45,1077.6,871.5,15.87,935.45,13955.15,76,13050.3,30,16478.1,17,14601.25,18,Control,18.0,1,Control,603.0,8016.0,84.0,94.0,363.333333333333,7103.33333333333,73.6666666666667,80.6666666666667,340.666666666667,8922.0,96.3333333333333,109.666666666667,385.333333333333,female_D04
936,1,D13,mouse1,8720.65,209.15,9.6,11328.35,44384.25,1684.45,32.2,13449.5,1369.25,788.7,14.3,934.9,12936.05,69,14679.6,35,18571.45,16,21288.9,18,Control,18.0,1,Control,612.0,7596.33333333333,83.3333333333333,93.3333333333333,352.0,6903.66666666667,73.3333333333333,81.6666666666667,335.333333333333,8694.0,95.6666666666667,103.333333333333,377.333333333333,female_D13
1107,1,D13,mouse1,10372.0,577.0,8.45,21419.6,51013.25,2247.5,10.3,10214.65,443.15,662.45,13.9,1454.7,22159.4,119,19754.05,47,16579.1,17,19184.4,21,Control,21.0,1,Control,747.0,8151.0,85.3333333333333,95.0,366.666666666667,7013.33333333333,74.0,82.6666666666667,338.0,9768.66666666667,98.3333333333333,111.0,402.0,female_D13
120,1,D17,mouse1,6596.4,41.0,14.8,8152.3,26210.1,2060.1,18.5,39893.7,498.0,552.7,11.03,451.0,13882.9,76,11188.6,27,25041.7,22,12632.4,5,Control,5.0,1,Control,88.0,4712.0,72.3333333333333,62.6666666666667,277.333333333333,4114.0,61.6666666666667,59.3333333333333,258.0,5116.0,82.3333333333333,72.0,290.0,female_D17
673,1,D13,mouse2,3390.55,100.4,5.6,16000.9,56054.05,1569.65,10.4,18600.95,754.75,1015.7,17.95,674.15,15462.15,80,17179.55,43,21200.9,25,24351.8,13,Control,13.0,1,Control,432.0,7706.0,89.6666666666667,87.3333333333333,355.333333333333,7060.33333333333,78.0,77.0,339.333333333333,8509.33333333333,102.666666666667,97.6666666666667,373.333333333333,female_D13
1051,1,D13,mouse2,4375.6,292.55,5.9,19281.5,42238.7,1799.6,4.65,2463.8,406.2,607.2,11.82,2122.2,10736.6,57,15222.75,37,16370.6,17,22883.0,20,Control,20.0,1,Control,702.0,6760.66666666667,78.0,89.0,332.0,6064.33333333333,69.3333333333333,77.0,314.666666666667,7996.0,91.0,99.3333333333333,362.666666666667,female_D13
2042,0,D04,mouse3,2732.75,51.7,1.7,11413.4,53747.9,860.2,10.8,1361.15,729.55,651.9,10.13,3148.8,17074.75,90,10994.35,26,12899.3,14,31031.35,14,Control,14.0,0,Control,490.0,7913.33333333333,85.6666666666667,93.3333333333333,362.0,7005.66666666667,72.0,79.0,341.333333333333,9011.66666666667,105.333333333333,106.666666666667,386.666666666667,male_D04
164,1,D07,mouse3,2005.9,1.6,29.1,10338.9,32702.8,1918.9,0.4,28572.1,1269.4,1046.6,15.55,1431.3,11014.5,59,12830.8,32,14111.5,13,25750.5,6,Control,6.0,1,Control,125.0,5031.0,71.6666666666667,71.3333333333333,286.0,4478.66666666667,62.6666666666667,63.0,270.0,5863.33333333333,81.6666666666667,80.0,310.0,female_D07
65,1,D22,mouse3,11.0,0.2,0.0,3551.7,9073.9,278.3,0.2,42861.8,157.7,860.7,13.67,387.2,12943.0,74,7867.9,19,888.4,1,24330.9,3,Control,3.0,1,Control,21.0,4599.0,65.6666666666667,70.6666666666667,274.666666666667,4040.33333333333,57.6666666666667,60.6666666666667,256.666666666667,5468.0,76.0,81.6666666666667,302.0,female_D22
2211,0,D22,mouse1,15113.05,615.45,58.55,8731.65,47639.45,3191.9,7.55,12795.55,1315.6,686.2,15.18,1914.3,23762.6,135,12475.25,32,8290.35,9,28493.1,17,Control,17.0,0,Control,598.0,9554.0,92.6666666666667,102.666666666667,396.666666666667,8296.0,81.3333333333333,88.3333333333333,369.333333333333,10772.6666666667,109.0,116.333333333333,420.666666666667,male_D22
1995,0,D11,mouse1,5927.05,606.8,39.9,14561.45,51020.7,4131.1,37.15,4470.2,3101.5,736.2,14.19,1650.45,19055.45,99,16497.25,40,15874.6,16,22014.6,13,Control,13.0,0,Control,454.0,8890.0,93.6666666666667,98.3333333333333,382.0,7940.0,80.3333333333333,84.3333333333333,360.0,10382.6666666667,106.333333333333,111.666666666667,413.333333333333,male_D11
2363,0,D13,mouse3,9147.9,718.2,10.05,13506.3,47474.15,2340.35,8.8,6657.05,622.15,361.3,9.06,2237.65,15239.4,83,12700.65,30,22223.55,21,24233.6,20,Control,20.0,0,Control,725.0,8865.66666666667,86.3333333333333,102.333333333333,381.333333333333,7962.0,77.0,87.6666666666667,361.333333333333,9897.0,99.3333333333333,114.666666666667,404.0,male_D13
1419,0,D04,mouse1,10736.0,87.9,42.1,9380.5,40934.6,4776.0,10.8,14379.7,3216.8,784.9,13.99,551.0,15411.9,83,11408.8,27,14669.8,14,21957.8,4,Control,4.0,0,Control,51.0,6236.0,83.3333333333333,77.3333333333333,320.666666666667,5527.33333333333,69.3333333333333,67.0,300.666666666667,7316.0,97.6666666666667,88.0,349.333333333333,male_D04
